,X,exp,wks,bluecol,ind,south,smsa,married,gender,union,edu,col,lwage
1329,1329,11,50,1,1,1,0,1,0,0,9,0,6.82546
1330,1330,12,50,1,1,1,0,1,0,0,9,0,6.95464
1331,1331,25,50,1,1,1,0,1,0,1,6,0,6.10032
1332,1332,26,51,1,1,1,0,1,0,1,6,0,6.29157
1333,1333,27,51,1,1,1,0,1,0,1,6,0,6.29157
1334,1334,28,51,1,1,1,0,1,0,1,6,0,6.37161
1335,1335,29,44,1,1,1,0,1,0,1,6,0,6.47389
1336,1336,30,41,1,1,1,0,1,0,1,6,0,6.54679
1337,1337,31,42,1,1,1,0,1,0,1,6,0,6.5903
1338,1338,6,48,0,1,0,1,1,0,1,12,0,6.286
1339,1339,7,49,0,1,0,1,1,0,1,12,0,6.4599
1340,1340,8,42,0,1,0,1,1,0,1,12,0,6.54965
1341,1341,9,15,0,1,0,1,1,0,1,12,0,6.64639
1342,1342,10,44,0,1,0,1,1,0,1,12,0,6.76849
1343,1343,11,47,1,1,0,1,1,0,1,12,0,6.84162
1344,1344,12,44,0,1,0,1,1,0,1,12,0,6.94794
1345,1345,32,48,0,0,0,1,1,0,0,16,0,6.90575
1346,1346,33,49,0,0,0,1,1,0,0,16,0,6.90575
1347,1347,34,50,0,0,0,1,1,0,0,16,0,7.36518
1348,1348,35,48,0,0,0,1,1,0,0,16,0,7.42476
1349,1349,36,49,0,0,0,1,1,0,0,16,0,7.46737
1350,1350,37,52,0,0,0,1,1,0,0,16,0,7.28139
1351,1351,38,50,0,0,0,1,1,0,0,16,0,7.49332
1352,1352,11,47,1,0,0,0,1,0,1,12,0,6.54965
1353,1353,12,45,1,0,0,0,1,0,1,12,0,6.83518
1354,1354,13,48,1,0,0,0,1,0,1,12,0,6.79794
1355,1355,14,48,1,0,0,0,1,0,1,12,0,6.80128
1356,1356,15,48,1,0,0,0,1,0,1,12,0,6.91075
1357,1357,16,51,1,1,0,0,1,0,1,12,0,6.69084
1358,1358,17,49,1,1,0,0,1,0,1,12,0,6.47697
1359,1359,11,52,0,1,1,1,1,0,0,16,0,6.44572
1360,1360,12,50,0,1,1,1,1,0,0,16,0,6.62007
1361,1361,13,50,0,1,1,1,1,0,0,16,0,6.69703
1362,1362,14,50,0,1,1,1,1,0,0,16,0,6.82979
1363,1363,15,50,0,1,1,1,1,0,0,16,0,6.90776
1364,1364,16,51,0,1,1,1,1,0,0,16,0,6.72263
1365,1365,17,52,0,1,1,1,1,0,0,16,0,6.72022
1366,1366,7,46,1,0,1,0,1,0,0,9,0,6.05209
1367,1367,8,50,1,0,1,0,1,0,0,9,0,6.21461
1368,1368,9,49,1,0,1,0,1,0,0,9,0,6.43775
1369,1369,10,48,1,0,1,0,1,0,0,9,0,6.58617
1370,1370,11,50,1,0,1,0,1,0,0,9,0,6.68461
1371,1371,12,50,1,0,1,0,1,0,0,9,0,6.74524
1372,1372,13,40,1,0,1,0,1,0,0,9,0,6.90776
1373,1373,20,50,1,1,1,0,0,1,0,7,0,5.53339
1374,1374,21,50,1,1,1,0,0,1,0,7,0,5.82008
1375,1375,22,50,1,1,1,0,0,1,0,7,0,5.8999
1376,1376,23,50,1,1,1,0,0,1,0,7,0,5.97635
1377,1377,24,49,1,1,1,0,0,1,0,7,0,6.05209
1378,1378,25,48,1,1,1,0,0,1,0,7,0,6.12905
1379,1379,26,39,1,1,1,0,0,1,0,7,0,6.21261
1380,1380,29,47,0,1,0,0,1,0,0,12,0,6.68461
1381,1381,30,48,0,1,0,0,1,0,0,12,0,6.68461
1382,1382,31,47,0,1,0,0,1,0,0,12,0,6.77422
1383,1383,32,45,0,1,0,0,1,0,0,12,0,6.84588
1384,1384,33,45,0,1,0,0,1,0,0,12,0,7.02554
1385,1385,34,45,0,1,0,0,1,0,0,12,0,7.08841
1386,1386,35,45,0,1,0,0,1,0,0,12,0,7.1309
1387,1387,8,50,0,0,0,1,0,0,0,13,0,6.39693
1388,1388,9,50,0,0,0,1,0,0,0,13,0,6.51915
1389,1389,10,48,0,0,0,1,0,0,0,13,0,6.60394
1390,1390,11,50,0,0,0,1,0,0,0,13,0,6.73815
1391,1391,12,49,0,0,0,1,0,0,0,13,0,6.84268
1392,1392,13,48,0,0,0,1,0,0,0,13,0,6.90776
1393,1393,14,50,0,0,0,1,0,0,0,13,0,7.09008
1394,1394,3,43,0,0,0,0,1,0,0,17,0,6.17379
1395,1395,4,38,0,0,0,0,1,0,0,17,0,6.33683
1396,1396,5,36,0,0,0,0,1,0,0,17,0,6.35437
1397,1397,6,36,0,0,0,0,1,0,0,17,0,6.39526
1398,1398,7,36,0,0,0,0,1,0,1,17,0,6.55108
1399,1399,8,37,0,0,0,0,1,0,1,17,0,6.68461
1400,1400,9,38,0,0,0,0,1,0,0,17,0,6.73102
1401,1401,20,48,1,1,0,0,1,0,1,11,0,6.16331
1402,1402,21,47,1,1,0,0,1,0,1,11,0,6.24222
1403,1403,22,48,1,1,0,0,1,0,1,11,0,6.36647
1404,1404,23,47,1,1,0,0,1,0,1,11,0,6.44254
1405,1405,24,47,1,1,0,0,1,0,1,11,0,6.51026
1406,1406,25,45,1,1,0,0,1,0,1,11,0,6.62407
1407,1407,26,47,1,1,0,0,1,0,1,11,0,6.71538
1408,1408,7,50,0,0,1,1,0,1,0,12,0,5.90808
1409,1409,8,50,0,0,1,1,0,1,0,12,0,5.92693
1410,1410,9,51,0,0,1,1,0,1,0,12,0,6.10702
1411,1411,10,51,0,0,1,1,0,1,0,12,0,6.26149
1412,1412,11,48,0,0,1,1,0,1,0,12,0,6.26149
1413,1413,12,50,0,0,1,1,0,1,0,12,0,6.31716
1414,1414,13,50,0,0,1,1,0,1,0,12,0,6.42487
1415,1415,19,46,0,0,0,1,1,0,0,9,0,6.07993
1416,1416,20,52,0,0,0,1,1,0,0,9,0,6.07993
1417,1417,21,51,0,0,0,1,1,0,0,9,0,6.13773
1418,1418,22,50,0,0,0,1,1,0,0,9,0,6.18826
1419,1419,23,51,0,0,0,1,1,0,0,9,0,6.18826
1420,1420,24,51,0,0,0,1,1,0,0,9,0,5.96615
1421,1421,25,52,0,0,0,1,1,0,0,9,0,6.01616
1422,1422,32,50,1,0,1,0,1,0,1,9,0,6.47697
1423,1423,33,48,1,0,1,0,1,0,1,9,0,6.53669
1424,1424,34,45,1,0,1,0,1,0,0,9,0,6.58617
1425,1425,35,38,1,0,1,0,1,0,1,9,0,6.67203
1426,1426,36,28,1,0,1,0,1,0,1,9,0,6.80239
1427,1427,37,44,1,0,1,0,1,0,1,9,0,6.93731
1428,1428,38,46,1,0,1,0,1,0,1,9,0,7.04752
1429,1429,25,45,1,0,1,0,1,0,1,12,0,6.54679
1430,1430,26,48,1,0,1,0,1,0,1,12,0,6.68461
1431,1431,27,42,1,0,1,0,1,0,1,12,0,6.90776
1432,1432,28,36,1,0,1,0,1,0,1,12,0,6.69456
1433,1433,29,48,1,0,1,0,1,0,1,12,0,6.90776
1434,1434,30,34,1,0,1,0,1,0,1,12,0,6.93828
1435,1435,31,34,1,0,1,0,1,0,1,12,0,7.04839
1436,1436,12,48,0,0,0,1,1,0,0,13,0,6.90575
1437,1437,13,50,0,0,0,1,1,0,0,13,0,6.90575
1438,1438,14,50,0,0,0,0,1,0,0,13,0,7.34278
1439,1439,15,49,0,0,0,0,1,0,0,13,0,7.47591
1440,1440,16,49,0,0,0,1,1,0,0,13,0,7.50108
1441,1441,17,49,0,0,0,1,1,0,0,13,0,7.21744
1442,1442,18,47,0,0,0,1,1,0,0,13,0,7.87284
1443,1443,13,51,0,0,0,1,1,0,0,17,0,6.90575
1444,1444,14,35,0,0,0,1,1,0,0,17,0,6.90575
1445,1445,15,52,0,0,0,1,1,0,0,17,0,7.31322
1446,1446,16,52,0,0,0,1,1,0,0,17,0,7.70661
1447,1447,17,52,0,0,0,1,1,0,0,17,0,6.98286
1448,1448,18,52,0,0,0,1,1,0,0,17,0,7.46737
1449,1449,19,51,0,0,0,1,1,0,0,17,0,7.91936
1450,1450,15,22,1,0,0,1,0,1,0,11,1,5.39363
1451,1451,16,46,1,0,0,1,0,1,0,11,1,5.52146
1452,1452,17,50,1,0,0,1,0,1,1,11,1,5.75257
1453,1453,18,49,1,0,0,1,0,1,1,11,1,5.75257
1454,1454,19,50,1,0,0,1,0,1,1,11,1,5.81413
1455,1455,20,41,1,0,0,1,0,1,0,11,1,5.95324
1456,1456,21,42,1,0,0,1,0,1,0,11,1,6.05209
1457,1457,23,49,0,0,0,0,1,0,0,17,0,6.55108
1458,1458,24,40,0,0,0,0,1,0,0,17,0,6.67203
1459,1459,25,44,0,0,0,0,1,0,0,17,0,6.66568
1460,1460,26,43,0,0,0,0,1,0,0,17,0,6.67203
1461,1461,27,41,0,0,0,0,1,0,0,17,0,6.71538
1462,1462,28,40,0,0,0,0,1,0,0,17,0,6.80239
1463,1463,29,42,0,0,0,0,1,0,0,17,0,6.8977
1464,1464,34,39,1,1,0,0,0,0,1,8,0,6.62007
1465,1465,35,48,1,1,0,0,0,0,1,8,0,6.62007
1466,1466,36,48,1,1,0,0,0,0,1,8,0,6.71538
1467,1467,37,48,1,1,0,0,0,0,1,8,0,6.80239
1468,1468,38,47,1,1,0,0,0,0,1,8,0,6.85646
1469,1469,39,45,1,1,0,0,0,0,1,8,0,6.90776
1470,1470,40,45,1,1,0,0,0,0,1,8,0,6.95655
1471,1471,30,49,0,1,0,1,1,0,0,10,0,6.77422
1472,1472,31,48,0,1,0,1,1,0,0,10,0,6.90575
1473,1473,32,49,0,1,0,1,1,0,0,10,0,6.90776
1474,1474,33,49,0,1,0,1,1,0,0,10,0,7.3696
1475,1475,34,52,0,1,0,1,1,0,0,10,0,7.45298
1476,1476,35,49,0,1,0,1,1,0,0,10,0,7.64969
1477,1477,36,48,0,1,0,1,1,0,1,10,0,7.54961
1478,1478,7,49,0,1,0,1,1,0,0,17,0,6.90575
1479,1479,8,48,0,1,0,1,1,0,0,17,0,6.90575
1480,1480,9,49,0,1,0,1,1,0,0,17,0,7.09008
1481,1481,10,49,0,1,0,1,1,0,0,17,0,7.20786
1482,1482,11,47,0,1,0,1,1,0,0,17,0,7.31322
1483,1483,12,49,0,1,0,1,1,0,0,17,0,7.20117
1484,1484,13,49,0,1,0,1,1,0,0,17,0,7.6009
1485,1485,27,48,0,0,0,1,1,0,0,11,0,6.90575
1486,1486,28,49,1,0,0,1,1,0,0,11,0,6.90575
1487,1487,29,49,1,0,0,1,1,0,0,11,0,7.00307
1488,1488,30,51,1,0,0,1,1,0,0,11,0,7.09008
1489,1489,31,48,1,0,0,1,1,0,0,11,0,7.1309
1490,1490,32,49,1,0,0,1,1,0,0,11,0,7.08171
1491,1491,33,48,1,1,0,1,1,0,0,11,0,7.24423
1492,1492,24,49,0,0,0,1,1,0,0,12,0,6.286
1493,1493,25,48,1,0,0,1,1,0,0,12,0,6.35437
1494,1494,26,49,1,0,0,1,1,0,0,12,0,6.43775
1495,1495,27,49,1,0,0,1,1,0,0,12,0,6.43775
1496,1496,28,49,1,0,0,1,1,0,0,12,0,6.47697
1497,1497,29,49,1,0,0,1,1,0,0,12,0,6.55108
1498,1498,30,49,1,0,0,1,1,0,0,12,0,6.55108
1499,1499,35,48,0,0,1,1,1,0,0,16,1,6.2634
1500,1500,36,50,0,0,1,1,1,0,0,16,1,6.17379
1501,1501,37,50,0,0,1,1,1,0,0,16,1,6.10925
1502,1502,38,46,0,0,1,1,1,0,0,16,1,6.10925
1503,1503,39,52,0,0,1,1,1,0,0,16,1,6.30992
1504,1504,40,51,0,0,1,1,1,0,0,16,1,6.21461
1505,1505,41,50,0,0,1,1,1,0,0,16,1,6.39693
1506,1506,17,49,0,0,1,1,1,0,0,17,0,6.85646
1507,1507,18,49,0,0,1,1,1,0,0,17,0,6.90575
1508,1508,19,49,0,0,1,1,1,0,0,17,0,7.04752
1509,1509,20,49,0,0,1,1,1,0,0,17,0,7.1309
1510,1510,21,47,0,0,1,1,1,0,0,17,0,7.24423
1511,1511,22,48,0,0,1,1,1,0,0,17,0,6.99485
1512,1512,23,48,0,0,1,1,1,0,0,17,0,7.54961
1513,1513,4,49,0,0,0,0,1,0,0,13,0,6.05209
1514,1514,5,50,0,0,0,0,1,0,0,13,0,6.05209
1515,1515,6,50,0,0,0,0,1,0,0,13,0,6.21461
1516,1516,7,51,0,0,0,0,1,0,0,13,0,6.33328
1517,1517,8,50,0,0,0,0,1,0,0,13,0,6.43775
1518,1518,9,49,0,0,0,0,1,0,0,13,0,6.19236
1519,1519,10,49,0,0,0,0,1,0,0,13,0,6.53233
1520,1520,11,46,1,1,0,0,1,0,1,12,0,6.31536
1521,1521,12,12,1,1,0,0,1,0,1,12,0,6.33328
1522,1522,13,49,1,1,0,0,1,0,1,12,0,6.40192
1523,1523,14,49,1,1,0,0,1,0,1,12,0,6.54103
1524,1524,15,48,1,1,0,0,1,0,1,12,0,6.54679
1525,1525,16,49,1,1,0,0,1,0,1,12,0,6.65028
1526,1526,17,49,1,1,0,0,1,0,1,12,0,6.68835
1527,1527,19,48,0,0,0,1,1,0,0,12,0,6.81344
1528,1528,20,43,0,0,0,1,1,0,0,12,0,6.80239
1529,1529,21,48,0,0,0,1,1,0,1,12,0,6.95655
1530,1530,22,48,0,0,0,1,1,0,0,12,0,7.08841
1531,1531,23,48,0,0,0,1,1,0,1,12,0,7.36455
1532,1532,24,50,0,0,0,1,1,0,0,12,0,7.49554
1533,1533,25,50,1,0,0,1,1,0,1,12,0,7.21082
1534,1534,33,43,0,0,1,1,1,0,1,12,0,6.47851
1535,1535,34,41,0,0,1,1,1,0,1,12,0,6.55393
1536,1536,35,43,0,0,1,1,1,0,1,12,0,6.62804
1537,1537,36,42,0,0,1,1,1,0,1,12,0,6.74524
1538,1538,37,41,0,0,1,1,1,0,1,12,0,6.82979
1539,1539,38,45,0,0,1,0,1,0,1,12,0,7.09008
1540,1540,39,46,0,0,1,0,1,0,1,12,0,7.05099
1541,1541,28,44,0,0,0,1,1,0,0,17,0,6.90575
1542,1542,29,49,0,0,0,1,1,0,0,17,0,6.90575
1543,1543,30,48,0,0,0,1,1,0,1,17,0,7.20786
1544,1544,31,45,0,0,0,1,1,0,1,17,0,7.29302
1545,1545,32,46,0,0,0,1,1,0,1,17,0,7.37776
1546,1546,33,46,0,0,0,1,1,0,1,17,0,7.15462
1547,1547,34,46,0,0,0,1,1,0,1,17,0,7.28207
1548,1548,1,45,1,0,0,1,0,0,0,11,0,5.70378
1549,1549,2,46,1,0,0,1,0,0,0,11,0,6.2634
1550,1550,3,43,1,0,0,1,0,0,0,11,0,5.92693
1551,1551,4,36,1,0,0,1,0,0,0,11,0,5.52146
1552,1552,5,44,0,0,0,1,0,0,0,11,0,5.99146
1553,1553,6,47,1,0,0,1,0,0,0,11,0,6.16331
1554,1554,7,51,1,0,0,1,0,0,0,11,0,6.35437
1555,1555,12,50,0,1,1,0,1,0,0,14,0,6.10925
1556,1556,13,49,0,1,1,0,1,0,0,14,0,6.24417
1557,1557,14,50,0,1,1,0,1,0,0,14,0,6.28227
1558,1558,15,49,0,1,1,0,1,0,0,14,0,6.38519
1559,1559,16,50,0,1,1,0,1,0,0,14,0,6.4892
1560,1560,17,49,0,1,1,0,1,0,0,14,0,6.55678
1561,1561,18,48,0,1,1,0,1,0,0,14,0,6.77422
1562,1562,34,30,1,0,0,1,1,0,1,5,0,6.90575
1563,1563,35,26,1,0,0,1,1,0,1,5,0,6.90575
1564,1564,36,30,1,0,0,1,1,0,1,5,0,7.03878
1565,1565,37,36,1,0,0,1,1,0,1,5,0,7.12287
1566,1566,38,49,1,0,0,1,1,0,1,5,0,7.12287
1567,1567,39,44,1,0,0,1,1,0,1,5,0,7.17012
1568,1568,40,52,1,0,0,1,1,0,1,5,0,7.30653
1569,1569,10,49,0,0,0,1,0,1,0,12,0,6.02345
1570,1570,11,49,0,0,0,1,0,1,0,12,0,6.25383
1571,1571,12,49,0,0,0,1,0,1,0,12,0,6.33328
1572,1572,13,49,0,0,0,1,0,1,0,12,0,6.47697
1573,1573,14,49,0,0,0,1,0,1,0,12,0,6.49072
1574,1574,15,49,0,0,0,1,0,1,0,12,0,6.84268
1575,1575,16,49,0,0,0,1,0,1,0,12,0,6.90174
1576,1576,30,49,1,1,1,0,1,0,0,12,0,5.57973
1577,1577,31,52,1,1,1,0,1,0,0,12,0,5.66988
1578,1578,32,51,1,1,1,0,1,0,0,12,0,5.826
1579,1579,33,48,1,1,1,0,1,0,0,12,0,5.87493
1580,1580,34,50,1,1,1,0,1,0,0,12,0,5.8999
1581,1581,35,43,1,1,1,0,1,0,0,12,0,6.10925
1582,1582,36,50,1,1,1,0,1,0,0,12,0,6.19236
1583,1583,29,47,0,0,0,1,1,0,0,16,0,6.90575
1584,1584,30,52,0,0,0,1,1,0,0,16,0,6.90575
1585,1585,31,43,0,0,0,1,1,0,0,16,0,7.1107
1586,1586,32,48,0,0,0,1,1,0,0,16,0,7.1309
1587,1587,33,48,0,0,0,1,1,0,0,16,0,6.67077
1588,1588,34,48,0,0,0,1,1,0,0,16,0,6.90776
1589,1589,35,48,0,0,0,1,1,0,0,16,0,6.90776
1590,1590,2,50,0,0,1,1,1,0,0,16,0,6.14633
1591,1591,3,50,0,0,1,1,1,0,0,16,0,6.55108
1592,1592,4,50,0,0,0,1,1,0,0,16,0,6.80239
1593,1593,5,50,0,0,0,1,1,0,0,16,0,6.90776
1594,1594,6,50,0,0,0,1,1,0,0,16,0,7.09008
1595,1595,7,50,0,0,0,1,1,0,0,16,0,7.24423
1596,1596,8,49,0,0,0,1,1,0,0,16,0,7.31322
1597,1597,16,40,0,0,0,1,0,1,1,17,0,6.68461
1598,1598,17,40,0,0,0,1,0,1,0,17,0,6.74524
1599,1599,18,40,0,0,0,1,0,1,1,17,0,6.74524
1600,1600,19,40,0,0,0,1,0,1,0,17,0,6.85646
1601,1601,20,39,0,0,0,1,0,1,0,17,0,6.90776
1602,1602,21,42,0,0,0,1,0,1,0,17,0,6.90776
1603,1603,22,42,0,1,0,1,0,1,1,17,0,6.90776
1604,1604,2,50,1,0,0,0,1,0,1,12,0,5.9135
1605,1605,3,50,1,0,0,0,1,0,1,12,0,6.24028
1606,1606,4,50,1,0,0,0,1,0,1,12,0,6.36303
1607,1607,5,50,1,0,0,0,1,0,1,12,0,6.55108
1608,1608,6,50,1,0,0,0,1,0,1,12,0,6.71538
1609,1609,7,50,1,0,0,0,1,0,1,12,0,6.80239
1610,1610,8,50,1,0,0,0,1,0,1,12,0,6.90776
1611,1611,23,49,0,1,0,1,1,0,0,16,0,6.90575
1612,1612,24,48,0,1,0,1,1,0,0,16,0,6.90575
1613,1613,25,49,0,1,0,1,1,0,0,16,0,7.64969
1614,1614,26,48,0,1,0,1,1,0,0,16,0,7.88231
1615,1615,27,49,0,1,0,1,1,0,0,16,0,7.82405
1616,1616,28,48,0,1,0,1,1,0,0,16,0,7.97247
1617,1617,29,48,0,1,0,1,1,0,0,16,0,8.04719
1618,1618,27,34,0,0,0,0,1,0,0,17,0,6.04025
1619,1619,28,49,0,0,0,0,1,0,0,17,0,6.90575
1620,1620,29,49,0,0,0,0,1,0,0,17,0,6.95655
1621,1621,30,47,0,0,0,0,1,0,0,17,0,7.01571
1622,1622,31,46,0,0,0,0,1,0,1,17,0,7.09008
1623,1623,32,48,0,0,0,0,1,0,0,17,0,7.1309
1624,1624,33,48,0,0,0,0,1,0,0,17,0,7.04141
1625,1625,30,46,1,0,0,1,1,0,1,10,0,6.63332
1626,1626,31,49,1,0,0,1,1,0,1,10,0,6.71538
1627,1627,32,47,1,1,0,1,1,0,1,10,0,6.82979
1628,1628,33,50,1,1,0,1,1,0,1,10,0,6.90776
1629,1629,34,50,1,1,0,1,1,0,0,10,0,7.00307
1630,1630,35,45,1,1,0,1,1,0,1,10,0,7.08255
1631,1631,36,39,1,1,0,1,1,0,1,10,0,7.1309
1632,1632,21,39,1,1,0,0,1,0,1,12,0,6.23245
1633,1633,22,47,1,1,0,0,1,0,1,12,0,6.30262
1634,1634,23,48,1,1,0,0,1,0,1,12,0,6.34564
1635,1635,24,48,1,1,0,0,1,0,1,12,0,6.47235
1636,1636,25,50,1,1,0,0,1,0,1,12,0,6.48768
1637,1637,26,48,1,1,0,0,1,0,1,12,0,6.71538
1638,1638,27,47,1,1,0,0,1,0,1,12,0,6.74524
1639,1639,18,49,1,1,1,0,1,0,0,7,0,5.92693
1640,1640,19,48,1,1,1,0,1,0,0,7,0,5.95324
1641,1641,20,46,1,1,1,0,1,0,0,7,0,6.10925
1642,1642,21,48,1,1,1,0,1,0,0,7,0,6.14204
1643,1643,22,46,1,1,1,0,1,0,0,7,0,6.17379
1644,1644,23,40,1,1,1,0,1,0,0,7,0,6.17379
1645,1645,24,49,1,1,1,0,1,0,0,7,0,6.17379
1646,1646,7,48,0,1,0,0,1,0,0,17,0,6.90575
1647,1647,8,49,0,1,0,0,1,0,0,17,0,6.90575
1648,1648,9,49,0,1,0,0,1,0,0,17,0,7.18917
1649,1649,10,49,0,1,0,0,1,0,0,17,0,7.19293
1650,1650,11,48,0,1,0,1,1,0,0,17,0,7.37776
1651,1651,12,48,0,1,0,1,1,0,0,17,0,7.37776
1652,1652,13,48,0,1,0,1,1,0,0,17,0,7.48717
1653,1653,6,36,0,0,0,0,1,0,0,16,0,6.16331
1654,1654,7,36,0,0,0,0,1,0,0,16,0,6.15273
1655,1655,8,43,0,0,0,0,1,0,0,16,0,6.3699
1656,1656,9,36,0,0,0,0,1,0,0,16,0,6.38012
1657,1657,10,40,0,0,0,0,1,0,0,16,0,6.31716
1658,1658,11,40,0,0,0,0,1,0,0,16,0,6.57925
1659,1659,12,36,0,0,0,0,1,0,0,16,0,6.59304
1660,1660,32,52,0,0,0,0,0,0,1,12,0,6.74524
1661,1661,33,50,1,0,0,0,0,0,0,12,0,6.85118
1662,1662,34,52,1,0,0,0,1,0,0,12,0,6.90776
1663,1663,35,50,0,0,0,0,1,0,0,12,0,6.96602
1664,1664,36,50,0,0,0,0,1,0,0,12,0,7.03439
1665,1665,37,48,0,0,0,0,1,0,0,12,0,6.92067
1666,1666,38,48,0,0,0,0,1,0,0,12,0,7.03527
1667,1667,27,47,0,0,0,1,1,0,0,16,0,6.90575
1668,1668,28,47,0,0,0,1,1,0,0,16,0,6.90575
1669,1669,29,47,0,0,0,1,1,0,0,16,0,7.82405
1670,1670,30,47,0,0,0,1,1,0,0,16,0,7.90101
1671,1671,31,47,0,0,0,1,1,0,0,16,0,7.67322
1672,1672,32,47,0,0,0,0,1,0,0,16,0,8.00637
1673,1673,33,49,0,0,0,0,1,0,0,16,0,8.05516
1674,1674,34,49,1,1,0,1,1,0,1,12,0,6.90575
1675,1675,35,49,1,1,0,1,1,0,1,12,0,6.90575
1676,1676,36,49,1,1,0,1,1,0,1,12,0,7.12367
1677,1677,37,49,1,1,0,1,1,0,1,12,0,7.23921
1678,1678,38,49,1,0,0,1,1,0,1,12,0,7.42357
1679,1679,39,49,1,0,0,1,1,0,1,12,0,7.46737
1680,1680,40,48,1,0,0,1,1,0,1,12,0,7.55747
1681,1681,15,50,1,0,0,1,1,0,0,10,0,6.53814
1682,1682,16,49,1,0,0,1,0,0,0,10,0,6.62936
1683,1683,17,45,1,0,0,1,0,0,0,10,0,6.72263
1684,1684,18,43,1,1,0,1,1,0,0,10,0,6.86485
1685,1685,19,49,1,0,0,1,1,0,0,10,0,6.87626
1686,1686,20,44,1,0,0,1,1,0,1,10,0,6.75809
1687,1687,21,38,1,0,0,1,1,0,1,10,0,6.76964
1688,1688,7,47,1,0,0,1,0,1,1,10,0,5.75257
1689,1689,8,45,1,0,0,1,0,1,1,10,0,5.75257
1690,1690,9,46,1,0,0,1,0,1,1,10,0,5.88053
1691,1691,10,41,1,0,0,1,0,1,1,10,0,5.94542
1692,1692,11,48,1,0,0,1,0,1,1,10,0,6.03548
1693,1693,12,45,1,0,0,1,0,1,1,10,0,6.02587
1694,1694,13,39,1,0,0,1,0,1,1,10,0,6.16542
1695,1695,9,46,1,1,0,1,1,0,1,12,0,6.90575
1696,1696,10,43,1,1,0,1,1,0,1,12,0,6.90575
1697,1697,11,40,1,1,0,1,1,0,1,12,0,7.1452
1698,1698,12,43,1,0,0,1,1,0,1,12,0,7.22548
1699,1699,13,50,1,0,0,1,1,0,1,12,0,7.33302
1700,1700,14,49,1,1,0,1,1,0,1,12,0,7.40853
1701,1701,15,48,1,1,0,1,1,0,1,12,0,7.34601
1702,1702,22,42,1,1,1,0,1,0,0,10,0,6.37161
1703,1703,23,48,1,1,1,0,1,0,0,10,0,6.46925
1704,1704,24,48,1,1,1,0,1,0,0,10,0,6.56948
1705,1705,25,43,1,1,1,0,1,0,0,10,0,6.51175
1706,1706,26,52,1,1,1,0,1,0,0,10,0,6.56526
1707,1707,27,52,1,1,1,0,1,0,0,10,0,6.64639
1708,1708,28,52,1,1,1,0,1,0,0,10,0,6.7334
1709,1709,36,48,1,0,0,1,1,0,0,7,0,6.39693
1710,1710,37,44,1,0,0,1,1,0,0,7,0,6.47697
1711,1711,38,45,1,0,0,1,1,0,0,7,0,6.55108
1712,1712,39,50,1,0,0,1,1,0,0,7,0,6.62007
1713,1713,40,50,1,0,0,1,1,0,0,7,0,6.66568
1714,1714,41,50,1,0,0,1,1,0,0,7,0,6.68461
1715,1715,42,40,1,0,0,1,1,0,0,7,0,6.7093
1716,1716,37,50,1,0,1,0,1,0,1,10,0,6.47697
1717,1717,38,26,1,0,1,0,1,0,0,10,0,6.35437
1718,1718,39,24,1,0,1,0,1,0,1,10,0,6.35437
1719,1719,40,39,1,0,1,0,1,0,1,10,0,6.50728
1720,1720,41,51,1,0,1,0,1,0,1,10,0,6.59715
1721,1721,42,44,1,0,1,0,1,0,1,10,0,6.66313
1722,1722,43,46,1,0,1,0,1,0,1,10,0,6.62007
1723,1723,9,50,1,0,0,1,0,1,0,7,1,5.43808
1724,1724,10,44,1,0,0,1,0,1,0,7,1,5.56068
1725,1725,11,50,1,0,0,1,0,1,0,7,1,5.57973
1726,1726,12,50,1,0,0,1,0,1,0,7,1,5.73657
1727,1727,13,50,1,0,0,1,0,1,0,7,1,5.76832
1728,1728,14,50,1,0,0,1,0,1,0,7,1,5.81413
1729,1729,15,49,1,0,0,1,0,1,0,7,1,6.04025
1730,1730,10,49,1,0,0,1,0,1,0,11,0,5.7462
1731,1731,11,50,1,0,0,1,0,1,0,11,0,5.73657
1732,1732,12,42,1,0,0,1,0,1,0,11,0,5.4161
1733,1733,13,51,1,0,0,1,0,1,0,11,0,5.46383
1734,1734,14,52,0,1,0,1,0,1,0,11,0,6.21461
1735,1735,15,50,1,0,0,1,0,1,0,11,0,5.85793
1736,1736,16,47,1,0,0,1,0,1,0,11,0,6.21461
1737,1737,30,49,0,1,0,1,1,0,0,16,0,6.62007
1738,1738,31,48,0,1,0,1,0,0,0,16,0,6.55108
1739,1739,32,48,0,1,0,1,0,0,0,16,0,6.74524
1740,1740,33,47,0,1,0,1,0,0,0,16,0,6.80239
1741,1741,34,48,0,1,0,1,0,0,0,16,0,6.95655
1742,1742,35,47,0,1,0,1,0,0,0,16,0,7.02554
1743,1743,36,48,0,1,0,1,0,0,0,16,0,7.00307
1744,1744,18,48,1,1,1,0,1,0,1,10,0,6.05678
1745,1745,19,47,1,1,1,0,1,0,1,10,0,6.10925
1746,1746,20,48,1,1,1,0,1,0,1,10,0,6.18415
1747,1747,21,48,1,1,1,0,1,0,1,10,0,6.28413
1748,1748,22,48,1,1,1,0,1,0,1,10,0,6.39693
1749,1749,23,48,1,1,1,0,1,0,1,10,0,6.51471
1750,1750,24,48,1,1,1,0,1,0,1,10,0,6.57508
1751,1751,6,50,0,0,1,0,1,0,0,16,0,5.8861
